Bar name,Category,Item name,Description,Price
Sakura Japanese Cuisine Lounge,BREAKFAST,Vegetarian Egg Benedict,"Poached eggs, English muffin, asparagus, spinach, roasted tomatoes, hollandaise sauce",10
Sakura Japanese Cuisine Lounge,SPECIALS,Tori Paitan Ramen Soup,"Breaded chicken, sprout mushroom, bok choy, spring onions, chili oil, paitan sauce, beef broth, egg, ramen, nori",16
Sakura Japanese Cuisine Lounge,SPECIALS,Ton Ramen Soup,"Pork belly, sprout mushroom, bok choy, spring onions, chili oil, paitan sauce, beef broth, egg, ramen, nori",17
Sakura Japanese Cuisine Lounge,TARTARE,Negi Shake,"Fresh salmon, sesame oil, chili flakes, spring onion, mint dressing",11
Sakura Japanese Cuisine Lounge,TARTARE,Tuna Tartare,"Fresh tuna, avocado, spring onions, lemon sauce, sesame seeds, ponzu sauce",14
Sakura Japanese Cuisine Lounge,SASHIMI,Sashimi Moriawase (15 pcs),"Salmon, tuna, seabass, ama ebi, chef’s choice sashimi",30
Sakura Japanese Cuisine Lounge,SASHIMI,Negi Shake,"Salmon tartare, spring onion, mint dressing",11
Sakura Japanese Cuisine Lounge,SASHIMI,Suzuki Sashimi,Seabass,12
Sakura Japanese Cuisine Lounge,SASHIMI,Shake Sashimi,Salmon,12
Sakura Japanese Cuisine Lounge,NIGIRI,Unagi Nigiri,Marinated eel,3.1
Sakura Japanese Cuisine Lounge,NIGIRI,Ama Ebi Nigiri,Sweet shrimp,2.2
Sakura Japanese Cuisine Lounge,NIGIRI,Tamago Nigiri,Egg,2
Sakura Japanese Cuisine Lounge,NIGIRI,Shiitake Nigiri,Japanese mushroom,2.2
Sakura Japanese Cuisine Lounge,NIGIRI,Shake Nigiri,Salmon,2.2
Sakura Japanese Cuisine Lounge,NIGIRI,Suzuki Nigiri,Seabass,2.3
Sakura Japanese Cuisine Lounge,NIGIRI,Ebi Nigiri,Prawn,2.2
Sakura Japanese Cuisine Lounge,NIGIRI,Avocado Nigiri, ,2.2
Sakura Japanese Cuisine Lounge,NIGIRI,Inari Nigiri,Fried tofu pocket with sushi rice,2.2
Sakura Japanese Cuisine Lounge,NIGIRI,Tobiko Nigiri,Flying fish egg,2.75
Sakura Japanese Cuisine Lounge,NIGIRI,Maguro Nigiri,Tuna,3
Sakura Japanese Cuisine Lounge,NIGIRI,Daikon Nigiri,Radish,2
Sakura Japanese Cuisine Lounge,NIGIRI,Gyuniku Nigiri (2 pcs),Beef,4.7
Sakura Japanese Cuisine Lounge,NIGIRI,Flame Seared Shake Nigiri (2 pcs),Salmon,4.5
Sakura Japanese Cuisine Lounge,6 PIECE SUSHI ROLLS,Tempura Calamari Roll,"Avocado, celery, onion, deep fried calamari, sweet chili mayo",9.5
Sakura Japanese Cuisine Lounge,6 PIECE SUSHI ROLLS,Cream Cheese & Salmon Roll,"Cream cheese, salmon, avocado, sesame",10
Sakura Japanese Cuisine Lounge,6 PIECE SUSHI ROLLS,Crab Roll,"Pineapple, crab, avocado, mayo, honey mustard sauce",9.5
Sakura Japanese Cuisine Lounge,6 PIECE SUSHI ROLLS,California Roll,"Crab stick, avocado, cucumber, tobiko",9.5
Sakura Japanese Cuisine Lounge,6 PIECE SUSHI ROLLS,Vegetarian Roll,"Carrot, cucumber, avocado, daikon, chive, sesame, wakame",8.5
Sakura Japanese Cuisine Lounge,6 PIECE SUSHI ROLLS,Tempura Shrimp Roll,"Ebi tempura, avocado, yogurt mayo",9.5
Sakura Japanese Cuisine Lounge,6 PIECE SUSHI ROLLS,Chicken Spring Roll,"Chicken, cucumber, avocado, lettuce, Japanese mayo, teriyaki sauce, rice paper",9.5
Sakura Japanese Cuisine Lounge,8 PIECE SUSHI ROLLS,Rainbow Roll,"Avocado, crab stick, cucumber, six types of sashimi",12
Sakura Japanese Cuisine Lounge,8 PIECE SUSHI ROLLS,Shake Tataki Roll,"Seared salmon, chili mayo, teriyaki, tobiko, cream cheese, cucumber, avocado",12
Sakura Japanese Cuisine Lounge,8 PIECE SUSHI ROLLS,Double Spicy Tuna Roll 🌶️,"Tuna, chives, cucumber, topped with tuna sashimi, spring onions, spicy sauce",12
Sakura Japanese Cuisine Lounge,8 PIECE SUSHI ROLLS,Unagi Dragon Roll,"Marinated eel, avocado, spring onions, eel teriyaki sauce, sesame",12.5
Sakura Japanese Cuisine Lounge,8 PIECE SUSHI ROLLS,Crunchy Tuna Roll,"Grilled tuna, cucumber, tempura flakes, sweet chili mayo, teriyaki, honey mustard",12
Sakura Japanese Cuisine Lounge,POKE BOWLS,Salmon Poke Bowl,"Fresh salmon, avocado, edamame, carrots, chives, spring onions, sesame, rice",14
Sakura Japanese Cuisine Lounge,POKE BOWLS,Veggie Poke Bowl,"Tofu, bell peppers, avocado, carrots, edamame, wakame, sesame, rice",13
Sakura Japanese Cuisine Lounge,POKE BOWLS,Tuna Poke Bowl,"Tuna, avocado, wakame, yellow radish, tomatoes, spring onions, sesame, rice",16
Sakura Japanese Cuisine Lounge,POKE BOWLS,Salmon Tuna Poke Bowl,"Salmon, tuna, avocado, spring onions, tempura flakes, soy sauce, rice",15
Sakura Japanese Cuisine Lounge,TEPPANYAKI,Ribeye,,27
Sakura Japanese Cuisine Lounge,TEPPANYAKI,Chicken,,17
Sakura Japanese Cuisine Lounge,TEPPANYAKI,Salmon Fillet,,19
Sakura Japanese Cuisine Lounge,KIDS MENU,Chicken Nuggets & Chips,,9
Sakura Japanese Cuisine Lounge,KIDS MENU,Kids Tori Katsu,Breaded chicken with rice,0
Sakura Japanese Cuisine Lounge,KIDS MENU,Kids Teriyaki Noodles,Plain noodles in teriyaki sauce,0
Sakura Japanese Cuisine Lounge,KIDS MENU,Kids Bento Box,"Tempura chicken, edamame, carrots, apples, oranges",0
House of Flavors,BREAKFAST,English Breakfast,"Eggs, bacon, sausages, baked beans, tomatoes, toast",7.5
House of Flavors,BREAKFAST,Omelettes,"Choose one: ham, cheese, onion, tomatoes, mushroom, salmon topping; served with toast",6.5
House of Flavors,SNACKS,Ftira Bajd U Laham,"Maltese ftira, sliced beef, fried eggs, caramelized onions",7
House of Flavors,SNACKS,Parma Ham,"Rucola, cherry tomatoes, parmesan shavings",6.5
House of Flavors,SNACKS,Tuna,"Tuna, olives, capers, tomatoes, ġbejna, onions, kunserva, fresh mint",5.5
House of Flavors,SNACKS,Chicken & Bacon,"Chicken, bacon, lettuce, tomatoes, mango mayo",6
House of Flavors,SNACKS,Smoked Salmon,"Smoked salmon, Philadelphia cheese, tomatoes, rucola",8
House of Flavors,SNACKS,Chips, ,3
House of Flavors,TOASTIE,Ham & Cheese Toast,,3.5
House of Flavors,TOASTIE,"Bacon, Cheese & Egg Toast",,4.5
House of Flavors,TOASTIE,Cheese & Tomato Toast,,3.5
House of Flavors,TOASTIE,Egg & Cheese Toast,,3
House of Flavors,FOCACCIA,Italian,"Tomatoes, parmesan, mozzarella di bufala, parma ham, rucola",15.5
House of Flavors,FOCACCIA,Bruschetta,"Tomato, onions, basil, olive oil",8
House of Flavors,FOCACCIA,Classic (V),"Caramelized onions, rosemary",9
House of Flavors,FOCACCIA,Garden Focaccia (V),"Tomato sauce, vegan red pesto, grilled vegetables",10
House of Flavors,PLATTERS,Asian Platter,"Duck spring rolls, samosas, prawns, chicken satay, pakoras, dumplings, prawn crackers, sweet & sour chicken",29
House of Flavors,PLATTERS,Mediterranean Platter,"Mozzarella, goat cheese, parmesan, bigilla, parma ham, stuffed olives, sun dried tomatoes, Galletti, nuts, grapes",35
House of Flavors,PLATTERS,Maltese Platter,"Maltese sausage, bigilla, tuna ftira, stuffed olives, sundried tomatoes, ġbejna, Galletti",30
House of Flavors,PLATTERS,Meat Board,"Full rack of ribs, Maltese sausages, rabbit liver, wings, chicken breast, horse meat stew, chef’s choice meat",75
House of Flavors,SALADS,Smoked Salmon Salad,"Smoked salmon, goma wakame, lemon & mango dressing",15
House of Flavors,SALADS,Parma Salad,"Mixed greens, mozzarella di bufala, parma ham, ground nuts",15
House of Flavors,SALADS,Vegan Salad (V),"Vegan patty, croutons, tomatoes, nuts, caramelized onions",14
House of Flavors,SALADS,Classic Chicken Salad,"Lettuce, tomatoes, bacon, croutons, Caesar dressing",14.5
House of Flavors,SALADS,Greek Feta Salad,"Tomatoes, cucumber, olives, herb oil",14
House of Flavors,SALADS,Beef Salad,"Beef tagliata, grilled peppers, cherry tomatoes, mixed greens, nuts, sesame seeds",15
House of Flavors,PASTA,Linguine Scoglio,Mixed seafood,16.5
House of Flavors,PASTA,Spaghetti Octopus,"Local octopus, tomato, herbs",15.5
House of Flavors,PASTA,Lobster Pappardelle,"Half lobster, shallots, rosemary, white wine, cream sauce",28
House of Flavors,PASTA,Ravioli Ricotta,"14 pieces of local ricotta ravioli, tomato sauce, ġbejna",13
House of Flavors,PASTA,Penne Ragu,Beef ragu sauce,13
House of Flavors,PASTA,Spaghetti Rabbit,"Rabbit sauce, peas",13.5
House of Flavors,PASTA,Spaghetti Tagliata,"180g beef tagliata, garlic, cherry tomatoes",14
House of Flavors,BURGERS,House Of Flavors Burger,"Beef patty, Philadelphia cheese, mozzarella di bufala, tomatoes, pistachio cream",14.5
House of Flavors,BURGERS,Crispy Chicken Burger,"Breaded chicken breast, Caesar dressing, bacon, lettuce, tomato",12.5
House of Flavors,BURGERS,Cheese & Beef Burger,"Beef patty, cheese, caramelized onions",12
House of Flavors,BURGERS,Naughty Vegan Burger (V),"Cauliflower, chickpeas, fennel, couscous patty, Thai curry sauce",14
House of Flavors,BURGERS,Blue Cheese Burger,"Angus beef patty, parma ham, blue cheese, lettuce, tomato",12.5
House of Flavors,MAIN COURSES,Braised Pork Ribs,"Slow cooked, braised with beer, Tennessee or BBQ sauce",18
House of Flavors,MAIN COURSES,Beef Tagliata,"Rucola, parmesan, cherry tomatoes",26
House of Flavors,MAIN COURSES,Grilled Chicken Breast,"Mozzarella di bufala, parma ham",19.5
House of Flavors,MAIN COURSES,Baked Salmon,Sundried tomato pesto glaze,22
House of Flavors,MAIN COURSES,Ribeye Steak,300g prime ribeye,31
House of Flavors,MAIN COURSES,Horse Meat Stew,Slow cooked in tomato sauce,17.5
House of Flavors,MAIN COURSES,Octopus Stew,"Octopus, tomato, herbs",23
House of Flavors,INDIAN DISHES,Chicken Masala,"Chicken, yogurt, masala spices, onions, tomato sauce",11
House of Flavors,INDIAN DISHES,Lamb Rogan Josh,"Beef, onions, garlic, Indian spices",12
House of Flavors,INDIAN DISHES,Pulao Basmati Rice,"Basmati rice, Indian spices",7
House of Flavors,CHINESE DISHES,Sweet & Sour Chicken,"Chicken, tangy sauce",14.85
House of Flavors,CHINESE DISHES,Crispy Beef,"Beef, broccoli, Asian sauce",16
House of Flavors,CHINESE DISHES,Peking Duck (Half),Classic crispy duck,19.3
Peperino Pizza Cucina Verace,APPETIZERS,Tartare,"Beef tartare with capers, black olives, red onions, butter croutons",16
Peperino Pizza Cucina Verace,APPETIZERS,Crocchè (2 pcs),Deep fried potato croquettes,8
Peperino Pizza Cucina Verace,APPETIZERS,Malelingue,Lightly fried pizza dough strips with cherry tomatoes,9
Peperino Pizza Cucina Verace,APPETIZERS,Montanara,"Traditional Neapolitan fried pizza dough with Piennolo tomatoes, parmesan, basil",12
Peperino Pizza Cucina Verace,APPETIZERS,Bruschette with Tomatoes (4 pcs), ,8
Peperino Pizza Cucina Verace,APPETIZERS,Bruschette Marinato (2 pcs),"Burrata, Cantabrian sea anchovies, lemon zest",10
Peperino Pizza Cucina Verace,APPETIZERS,Mozzarella in Carrozza (2 pcs),Deep fried bread with mozzarella,8
Peperino Pizza Cucina Verace,APPETIZERS,Arancini alla Napoletana (2 pcs),"Deep fried rice balls with peas, mozzarella, minced beef",8.5
Peperino Pizza Cucina Verace,APPETIZERS,Frittatina di Maccheroni (2 pcs),Fried mac & cheese balls,8.5
Peperino Pizza Cucina Verace,APPETIZERS,Mixed Fried,"Mozzarella in carrozza, potato croquettes, rice balls, frittatina di maccheroni",13
Peperino Pizza Cucina Verace,APPETIZERS,Polpette di Melanzane (2 pcs),Aubergine balls,7.5
Peperino Pizza Cucina Verace,APPETIZERS,Polpette di Friarielli e Provola (2 pcs),Friarielli balls filled with provola cheese,7.5
Peperino Pizza Cucina Verace,APPETIZERS,Black Montanara,"Black dough fried pizza with ricotta, pistachio cream, pistachio crumbs, poppy seeds",15
Peperino Pizza Cucina Verace,SALADS,Greca Salad,"Feta, cherry tomatoes, onion, black olives, cucumber, oregano",12
Peperino Pizza Cucina Verace,SALADS,Chicken Salad,"Grilled chicken, green salad, corn, cherry tomatoes, celery, sesame yogurt sauce",14
Peperino Pizza Cucina Verace,SALADS,Caponata Salad,"Fresella, tomatoes, tuna, mozzarella, anchovies, black olives, celery",13
Peperino Pizza Cucina Verace,SALADS,Caprese Salad,"Buffalo mozzarella, tomatoes, basil, olive oil, oregano",14
Peperino Pizza Cucina Verace,SALADS,Tuna Salad,"Tuna chunks in olive oil, green salad, boiled potatoes, onions, black olives, capers",13
Peperino Pizza Cucina Verace,SALADS,Insalata Peperino,"Mixed salad, boiled egg, grilled aubergine, cherry tomatoes, diced ham, chili peppers",13
Peperino Pizza Cucina Verace,PASTA,Spaghetti Aglio Olio e Peperino,"Garlic, olive oil, chilies",12
Peperino Pizza Cucina Verace,PASTA,Gnocchi alla Sorrentina,"Tomato sauce, parmesan, mozzarella, basil",14
Peperino Pizza Cucina Verace,PASTA,Spaghetti con Vongole,"Garlic, clams, olive oil, parsley",20
Peperino Pizza Cucina Verace,PASTA,Scialatielli Peperino,"Fresh pasta, cherry tomatoes, smoked ricotta, basil",14
Peperino Pizza Cucina Verace,PASTA,Spaghetti al Pomodoro Fresco e Basilico,"Cherry tomatoes, basil",12
Peperino Pizza Cucina Verace,PASTA,Paccheri alla Puttanesca Gialla,"Yellow tomatoes, pecorino, black olives, capers, basil",16
Peperino Pizza Cucina Verace,PASTA,Spaghetti alla Carbonara,"Egg, bacon, pecorino, pepper",18
Peperino Pizza Cucina Verace,MAINS,Tagliata di Manzo,"Sliced grilled beef flank, fries, grilled vegetables",25
Peperino Pizza Cucina Verace,MAINS,Parmigiana di Melanzane,"Aubergine parmigiana, tomatoes, mozzarella, parmesan, basil",12
Peperino Pizza Cucina Verace,MAINS,Maxi Peperino Burger,"270g burger, fries, grilled vegetables",16
Peperino Pizza Cucina Verace,MAINS,Filetto di Manzo,"250g beef fillet, fries, grilled vegetables",28
Peperino Pizza Cucina Verace,FOCACCE,"Rock Salt, Olive Oil & Pepper",,6.5
Peperino Pizza Cucina Verace,FOCACCE,Sweet Gorgonzola,,10
Peperino Pizza Cucina Verace,FOCACCE,Parma Ham,,14
Peperino Pizza Cucina Verace,PIZZE VERACI,Marinara,"Tomato sauce, garlic, oregano, olive oil",8
Peperino Pizza Cucina Verace,PIZZE VERACI,Margherita,"Tomato sauce, mozzarella, basil, parmesan, olive oil",10
Peperino Pizza Cucina Verace,PIZZE VERACI,Margherita con Bufala,"Buffalo mozzarella, tomato sauce, basil, parmesan, olive oil",12.5
Peperino Pizza Cucina Verace,PIZZE VERACI,Provola e Pepe,"Tomato sauce, provola cheese, black pepper, parmesan",11
Peperino Pizza Cucina Verace,PIZZE VERACI,Capricciosa,"Tomato sauce, mozzarella, ham, mushrooms, olives, artichokes",15
Peperino Pizza Cucina Verace,PIZZE VERACI,Diavola,"Tomato sauce, mozzarella, spicy salami, chili oil",12
Peperino Pizza Cucina Verace,PIZZE VERACI,Quattro Formaggi,"Fossa cheese, mozzarella, gorgonzola, parmesan",13
Peperino Pizza Cucina Verace,PIZZE VERACI,Prosciutto Crudo e Rucola,"Mozzarella, Parma ham, rucola, cherry tomatoes, parmesan",14
Peperino Pizza Cucina Verace,RIPIENI,Calzone Napoletano,"Fried calzone with ricotta, mozzarella, salami, parmesan, pepper",13
Peperino Pizza Cucina Verace,RIPIENI,Ripieno Verace,"Ricotta, mozzarella, salami, parmesan, tomato sauce, basil",14
Peperino Pizza Cucina Verace,PAGNOTTIELLI,Burger,"270g burger, cheddar, bacon, lettuce, tomato",16
Peperino Pizza Cucina Verace,PAGNOTTIELLI,Pagnottiello Caprese,"Buffalo mozzarella, fresh tomato, oregano",12
Peperino Pizza Cucina Verace,PAGNOTTIELLI,Salsiccia e Friarielli,"Provola, sausage, friarielli",12
Peperino Pizza Cucina Verace,SIDES,French Fries,,6.5
Peperino Pizza Cucina Verace,BEVERAGES,Coca Cola (250ml),,3.1
Peperino Pizza Cucina Verace,BEVERAGES,Coca Cola Zero (250ml),,3.1
Peperino Pizza Cucina Verace,BEVERAGES,Fanta (250ml),,3.1
Peperino Pizza Cucina Verace,BEVERAGES,Sprite (250ml),,3.1
Peperino Pizza Cucina Verace,BEVERAGES,Fuzetea Lemon (330ml),,3.1
Peperino Pizza Cucina Verace,BEVERAGES,Cisk 0.0% (330ml),,4.1
Peperino Pizza Cucina Verace,BEVERAGES,San Benedetto Still (750ml),,4.1
Peperino Pizza Cucina Verace,BEVERAGES,Coffee,,2
Bistro 516,BREAKFAST (GF),English Breakfast,"Gluten free bread, hashbrowns, eggs, wudy sausage, baked beans, fresh tomatoes, pan fried mushrooms",9.5
Bistro 516,BREAKFAST (GF),Ftira Ham & Cheese,"Gluten free toasted Maltese ftira, mayonnaise, ham, cheddar, fresh tomatoes, lettuce, rucola",6.5
Bistro 516,BREAKFAST (GF),Ftira Salmon & Shrimp,"Gluten free toasted Maltese ftira, mayonnaise, smoked salmon, shrimp, avocado, cucumber, lettuce",7.5
Bistro 516,BREAKFAST (GF),Ftira Beef & Truffle,"Gluten free toasted Maltese ftira, truffle mayo, beef strip, mushrooms, onions, lettuce",8.5
Bistro 516,BREAKFAST (GF),Ftira Marinated Tuna,"Gluten free toasted Maltese ftira, tuna, capers, olives, fresh basil, onions, fresh tomatoes, basil oil",7.5
Bistro 516,BREAKFAST (GF),Ftira Chicken & Cheese,"Gluten free toasted Maltese ftira, mayonnaise, chicken breast, cheddar cheese, fresh tomatoes, lettuce",7.5
Bistro 516,STARTERS (GF),Beef Liver,"Cooked in garlic, green peppers, onions, olive oil, cherry tomatoes, white wine",14.95
Bistro 516,STARTERS (GF),Mushrooms in Garlic,"Fresh mushrooms cooked in garlic, white wine, parsley, cherry tomatoes",10.95
Bistro 516,RICE (GF),Riso Allo Scoglio,"Gluten free rice served with a mixture of seafood cooked in white wine, garlic, and local herbs",17.95
Bistro 516,RICE (GF),Paella,"Gluten free fried rice with mussels, chorizo, chicken, colored peppers, peas, turmeric, garlic, onions, lemon",18.95
Bistro 516,SALADS (GF),Caesar’s Salad,"Mixed greens, fresh tomatoes, chicken breast, parmesan cheese",13.95
Bistro 516,SALADS (GF),Gamberetti E Salmone Salad,"Mixed greens, smoked salmon, shrimp in Marie Rose sauce, cherry tomatoes, olives, onions, capers, lemon wedges",15.95
Bistro 516,PASTA (GF),Ravioli Salmone,"Gluten free ravioli stuffed with salmon, served with shrimp cooked in olive oil, garlic, fresh basil, parsley, cherry tomatoes, white wine",15.95
Bistro 516,PASTA (GF),Tortellini Mushrooms & Cheese,"Gluten free tortellini stuffed with mushrooms and vegan cheese, served with Parma ham, fresh thyme, garlic, soya cream sauce",15.95
Bistro 516,PASTA (GF),Tortellini Beef,"Gluten free tortellini stuffed with beef, served with butter and fresh sage",15.95
Bistro 516,PASTA (GF),Spaghetti Al Mare,"Gluten free mixed seafood cooked in olive oil, garlic, white wine, local herbs",18.95
Bistro 516,PASTA (GF),Penne Reali,"Gluten free prawns, tomato sauce, garlic, Pernod, fresh cream",17.95
Bistro 516,PASTA (GF),Spaghetti Vongole,"Gluten free clams cooked in white wine, olive oil, fresh basil, garlic, topped with cherry tomatoes",16.95
Bistro 516,PASTA (GF),"Spaghetti Aglio, Olio e Peperoncino","Gluten free olive oil, garlic, fresh parsley, pepperoncino, chopped tomatoes",12.95
Bistro 516,PASTA (GF),Penne All’ Arrabiata,"Gluten free fresh tomatoes, pepperoncino, basil, olive oil, onions, tomato sauce",12.95
Bistro 516,PASTA (GF),Penne Beef & Truffle,"Gluten free beef fillet chunks cooked with onions, garlic, truffle cream, fresh cream, topped with parmesan shavings",18.95
Bistro 516,BURGERS (GF),Angus Beef Burger,"300g beef patty, caramelized onion, gluten free bun",16.95
Bistro 516,BEEF (GF),Grilled Argentinian Rib Eye Steak (350g), ,25.95
Bistro 516,BEEF (GF),Grilled Uruguayan Fillet Steak (300g), ,27.95
Bistro 516,BEEF (GF),Angus Beef Tagliata (500g),Black Angus,28.95
Bistro 516,FISH (GF),Grilled Swordfish,"Fresh swordfish, flavored with lemon and garlic, served with caper sauce",21.95
Bistro 516,FISH (GF),Grilled Salmon,"Salmon steak served with mussels, cream sauce",24.95
Bistro 516,POULTRY (GF),Chicken Fillet,Marinated chicken breast,16.95
Bistro 516,POULTRY (GF),Chicken Cajun Honey,"Marinated chicken breast in Cajun honey sauce, topped with grilled banana",19.95
Bistro 516,POULTRY (GF),Chicken Tandoori,"Chicken breast in tandoori sauce, green peppers, onions, served with rice",19.95
Bistro 516,KID'S MENU (GF),Chicken Nuggets & Chips, ,7.95
Bistro 516,KID'S MENU (GF),Spaghetti with Tomato Sauce, ,7.95
Bistro 516,KID'S MENU (GF),Penne with Cream, ,7.95
Bistro 516,BRUNCH,English Breakfast,"Toasted bread, bacon, eggs, sausages, hash browns, baked beans, fresh tomatoes, mushrooms",9.5
Bistro 516,BRUNCH,Ham & Cheese,"Mayonnaise, ham, cheddar, fresh tomatoes, lettuce, rucola",5.5
